Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3127 795,14-Oct-20,Wednesday,21,MasterCard,CVC,?28,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,42.9,Barlcays,0
#2823 723,14-Oct-20,Wednesday,21,Visa,CVC,?8,Online,Children,United Kingdom,India,United Kingdom,M,46.5,Metro,1
#2699 083,14-Oct-20,Wednesday,15,MasterCard,Tap,?16,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,45.5,Barclays,0
#2784 354,13-Oct-20,Tuesday,21,MasterCard,PIN,?8,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,50.1,RBS,0
#2997 011,13-Oct-20,Tuesday,17,Visa,Tap,?28,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,40.2,Barlcays,0
#2656 664,14-Oct-20,Wednesday,8,Visa,PIN,?233,POS,Electronics,India,India,United Kingdom,M,57.6,HSBC,0
#2928 206,14-Oct-20,Wednesday,12,Visa,PIN,?24,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,35.4,Barclays,0
#3683 242,13-Oct-20,Tuesday,21,Visa,PIN,?28,ATM,Electronics,USA,USA,United Kingdom,F,47.6,Barclays,1
#3625 701,13-Oct-20,Tuesday,17,Visa,PIN,?229,ATM,Entertainment,India,India,India,F,52.6,Monzo,0
#3344 817,13-Oct-20,Tuesday,14,Visa,PIN,?27,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,37.3,Barclays,0
#2723 501,14-Oct-20,Wednesday,20,Visa,PIN,?21,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,55.2,Barclays,0
#3398 170,14-Oct-20,Wednesday,8,MasterCard,CVC,?13,Online,Services,United Kingdom,USA,United Kingdom,F,48,RBS,0
#3535 311,14-Oct-20,Wednesday,14,Visa,Tap,?23,POS,Food,Russia,Russia,United Kingdom,F,43,Metro,1
#3384 030,14-Oct-20,Wednesday,19,MasterCard,PIN,?13,ATM,Food,Russia,Russia,Russia,F,21.6,Barclays,0
#3026 570,13-Oct-20,Tuesday,21,Visa,PIN,?35,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,46.3,Barclays,0
#2977 600,14-Oct-20,Wednesday,22,Visa,CVC,?23,Online,Gaming,India,India,United Kingdom,M,50.9,Barclays,1
#2734 104,13-Oct-20,Tuesday,22,MasterCard,CVC,?31,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,27,Barclays,0
#2798 302,14-Oct-20,Wednesday,19,MasterCard,CVC,?14,Online,Gaming,India,India,India,F,49.8,Metro,0
#2888 210,13-Oct-20,Tuesday,19,Visa,PIN,?224,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,53.9,HSBC,0
#3041 143,13-Oct-20,Tuesday,18,Visa,PIN,?20,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,41.6,Barlcays,0
#2655 096,14-Oct-20,Wednesday,2,Visa,PIN,?19,ATM,Restaurant,United Kingdom,India,United Kingdom,M,51.4,Barclays,1
#3519 944,14-Oct-20,Wednesday,11,Visa,PIN,?251,ATM,Food,United Kingdom,China,United Kingdom,F,53.5,Lloyds,0
#3536 420,14-Oct-20,Wednesday,3,Visa,PIN,?95,POS,Electronics,Russia,Russia,United Kingdom,M,55.8,Halifax,1
#3085 872,13-Oct-20,Tuesday,18,Visa,CVC,?6,Online,Food,USA,USA,USA,M,43.5,Lloyds,0
#3161 617,14-Oct-20,Wednesday,19,Visa,CVC,?186,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,39.7,RBS,0
#3683 451,14-Oct-20,Wednesday,11,MasterCard,Tap,?26,POS,Services,United Kingdom,China,United Kingdom,M,47.6,Metro,0
#3476 821,13-Oct-20,Tuesday,8,Visa,PIN,?298,POS,Entertainment,China,China,United Kingdom,M,42.5,Halifax,0
#2732 568,13-Oct-20,Tuesday,22,MasterCard,PIN,?10,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,51.9,Barlcays,0
#3649 560,13-Oct-20,Tuesday,14,Visa,PIN,?282,ATM,Food,India,India,India,M,49.1,HSBC,0
#3119 426,14-Oct-20,Wednesday,9,Visa,PIN,?48,ATM,Children,USA,USA,USA,M,45.9,HSBC,0
#3375 912,14-Oct-20,Wednesday,13,Visa,Tap,?15,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,32,HSBC,0
#3342 563,13-Oct-20,Tuesday,9,Visa,PIN,?101,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,39.4,HSBC,0
#2868 427,13-Oct-20,Tuesday,17,Visa,PIN,?16,ATM,Electronics,United Kingdom,India,United Kingdom,M,62.9,Barlcays,0
#2786 748,13-Oct-20,Tuesday,20,Visa,PIN,?384,POS,Food,India,India,India,F,38.1,HSBC,0
#3370 742,14-Oct-20,Wednesday,9,Visa,Tap,?21,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,36.4,Barclays,0
#2785 879,13-Oct-20,Tuesday,10,MasterCard,CVC,?6,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,50.5,Halifax,0
#3096 351,14-Oct-20,Wednesday,12,MasterCard,PIN,?329,POS,Restaurant,USA,USA,USA,F,49.6,Lloyds,0
#2902 045,13-Oct-20,Tuesday,15,MasterCard,Tap,?28,POS,Electronics,USA,USA,USA,F,52.9,Barclays,0
#3103 053,13-Oct-20,Tuesday,7,Visa,PIN,?15,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,43.5,Halifax,0
#3638 414,13-Oct-20,Tuesday,16,Visa,CVC,?44,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,53.3,Lloyds,0
#2905 862,13-Oct-20,Tuesday,14,MasterCard,CVC,?398,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,38.6,Metro,0
#2639 909,13-Oct-20,Tuesday,15,Visa,PIN,?208,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,46.6,RBS,0
#3220 697,14-Oct-20,Wednesday,11,MasterCard,CVC,?12,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,61,Barclays,0
#3378 016,13-Oct-20,Tuesday,17,MasterCard,PIN,?167,ATM,Gaming,Russia,Russia,Russia,F,52.1,Barclays,0
#3248 467,14-Oct-20,Wednesday,22,Visa,PIN,?17,ATM,Restaurant,Russia,Russia,United Kingdom,M,54.8,Barlcays,0
#3020 045,13-Oct-20,Tuesday,21,Visa,CVC,?158,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,48.9,Lloyds,0
#2613 976,14-Oct-20,Wednesday,17,Visa,Tap,?30,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,43.5,Barclays,0
#3241 243,13-Oct-20,Tuesday,14,Visa,Tap,?6,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,41.2,Metro,0
#3339 165,14-Oct-20,Wednesday,20,MasterCard,CVC,?76,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,49.4,Monzo,0
#2653 387,14-Oct-20,Wednesday,20,MasterCard,PIN,?303,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,48.4,Lloyds,0
#2976 348,14-Oct-20,Wednesday,18,MasterCard,PIN,?136,POS,Services,India,India,India,M,38.1,RBS,0
#2856 829,14-Oct-20,Wednesday,15,MasterCard,PIN,?372,ATM,Gaming,India,India,India,F,58.4,Barclays,0
#2779 166,13-Oct-20,Tuesday,7,MasterCard,CVC,?24,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,30.2,Barlcays,0
#2792 594,14-Oct-20,Wednesday,23,Visa,PIN,?19,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,45.8,Barclays,0
#3279 303,13-Oct-20,Tuesday,16,Visa,PIN,?64,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,40.5,Barclays,0
#3177 341,13-Oct-20,Tuesday,8,Visa,PIN,?256,ATM,Gaming,Russia,Russia,Russia,M,53.5,HSBC,0
#3393 713,14-Oct-20,Wednesday,2,Visa,CVC,?341,Online,Children,United Kingdom,China,United Kingdom,F,51.9,HSBC,1
#3555 106,14-Oct-20,Wednesday,8,Visa,CVC,?30,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,56.8,Metro,0
#3195 542,14-Oct-20,Wednesday,19,MasterCard,PIN,?351,ATM,Gaming,China,China,China,F,43.6,Barclays,0
#3152 255,14-Oct-20,Wednesday,20,MasterCard,PIN,?188,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,33.7,Monzo,0
#3521 136,14-Oct-20,Wednesday,19,MasterCard,Tap,?17,POS,Restaurant,United Kingdom,USA,United Kingdom,F,60.3,Monzo,0
#3573 390,14-Oct-20,Wednesday,4,Visa,CVC,?24,Online,Restaurant,USA,USA,United Kingdom,F,39.9,Barclays,1
#3673 594,13-Oct-20,Tuesday,7,MasterCard,Tap,?12,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,46.3,Halifax,0
#2695 378,14-Oct-20,Wednesday,20,Visa,PIN,?261,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,48.3,Monzo,0
#2804 922,13-Oct-20,Tuesday,23,MasterCard,Tap,?26,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,37,Barclays,0
#3154 233,13-Oct-20,Tuesday,13,MasterCard,PIN,?21,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,63.6,HSBC,0
#3109 263,14-Oct-20,Wednesday,15,Visa,PIN,?53,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,54.4,Barclays,0
#3441 105,14-Oct-20,Wednesday,9,Visa,Tap,?27,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,32,Monzo,0
#2925 284,13-Oct-20,Tuesday,17,Visa,PIN,?22,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,40.6,Halifax,0
#3495 203,14-Oct-20,Wednesday,12,MasterCard,CVC,?18,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,36.7,HSBC,0
#3444 617,13-Oct-20,Tuesday,14,Visa,CVC,?12,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,36.3,Metro,0
#2760 556,13-Oct-20,Tuesday,0,Visa,CVC,?17,Online,Fashion,USA,USA,United Kingdom,F,47.7,Barlcays,1
#3049 511,13-Oct-20,Tuesday,16,Visa,CVC,?388,Online,Gaming,United Kingdom,USA,United Kingdom,M,54.6,Barclays,0
#3005 850,14-Oct-20,Wednesday,19,Visa,PIN,?351,POS,Services,China,China,China,F,34.4,Monzo,0
#2889 388,13-Oct-20,Tuesday,12,MasterCard,CVC,?27,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,45.1,Monzo,0
#3184 182,14-Oct-20,Wednesday,13,MasterCard,PIN,?172,POS,Food,USA,USA,United Kingdom,F,47.9,Metro,0
#3473 432,14-Oct-20,Wednesday,13,MasterCard,PIN,?28,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,33.2,Barclays,0
#3638 912,13-Oct-20,Tuesday,7,Visa,PIN,?264,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,52.7,Halifax,0
#3116 544,14-Oct-20,Wednesday,19,Visa,CVC,?264,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,32.2,RBS,0
#3211 743,13-Oct-20,Tuesday,22,Visa,PIN,?52,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,36.4,Barclays,0
#2932 603,14-Oct-20,Wednesday,11,MasterCard,PIN,?178,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,44,HSBC,0
#3252 858,13-Oct-20,Tuesday,20,Visa,Tap,?7,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,32.8,Barclays,0
#3309 373,13-Oct-20,Tuesday,9,MasterCard,PIN,?277,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,45.6,Barlcays,0
#3490 992,14-Oct-20,Wednesday,18,MasterCard,CVC,?136,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,47.5,Barclays,0
#3377 741,14-Oct-20,Wednesday,9,MasterCard,PIN,?18,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,48.3,Barclays,0
#2738 715,14-Oct-20,Wednesday,23,MasterCard,PIN,?10,ATM,Fashion,Russia,Russia,United Kingdom,F,56.5,Barclays,1
#2737 834,13-Oct-20,Tuesday,16,Visa,Tap,?20,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,53.8,Barclays,0
#2925 657,13-Oct-20,Tuesday,7,Visa,Tap,?15,POS,Electronics,Russia,Russia,Russia,F,54.9,Barlcays,0
#2965 506,13-Oct-20,Tuesday,11,MasterCard,PIN,?392,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,54.3,Lloyds,0
#2661 924,13-Oct-20,Tuesday,10,Visa,Tap,?17,POS,Children,United Kingdom,China,United Kingdom,M,45,Barclays,1
#2966 034,14-Oct-20,Wednesday,9,MasterCard,Tap,?10,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,33.6,Barclays,0
#3213 515,14-Oct-20,Wednesday,7,MasterCard,PIN,?391,POS,Electronics,United Kingdom,India,United Kingdom,F,42.5,HSBC,0
#2842 658,14-Oct-20,Wednesday,13,MasterCard,PIN,?17,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,35.2,Metro,0
#2578 206,14-Oct-20,Wednesday,16,MasterCard,CVC,?241,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,40.7,Metro,0
#3074 771,13-Oct-20,Tuesday,3,Visa,PIN,?17,ATM,Children,USA,United Kingdom,USA,M,37.9,Barclays,1
#3280 123,14-Oct-20,Wednesday,7,Visa,CVC,?15,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,65.2,Barclays,0
#3363 917,13-Oct-20,Tuesday,18,Visa,PIN,?216,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,51.4,Halifax,0
#3213 320,13-Oct-20,Tuesday,10,Visa,CVC,?18,Online,Entertainment,China,China,China,F,50.1,Barclays,0
#3584 401,14-Oct-20,Wednesday,14,Visa,CVC,?15,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,35.2,Barclays,0
#2624 990,13-Oct-20,Tuesday,16,MasterCard,Tap,?22,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,47,Barlcays,0
#3549 833,14-Oct-20,Wednesday,16,MasterCard,CVC,?18,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,39.5,Barlcays,0
#2642 755,14-Oct-20,Wednesday,11,Visa,PIN,?146,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,46.4,RBS,0
#3147 388,13-Oct-20,Tuesday,5,Visa,Tap,?28,POS,Entertainment,India,India,United Kingdom,F,33.6,Lloyds,1
#3159 902,13-Oct-20,Tuesday,18,Visa,PIN,?84,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,40,Barclays,0
#3213 085,14-Oct-20,Wednesday,16,Visa,CVC,?24,Online,Children,China,China,China,M,47.9,Barclays,0
#3054 092,13-Oct-20,Tuesday,17,MasterCard,CVC,?246,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,41.2,RBS,0
#3414 187,14-Oct-20,Wednesday,22,Visa,Tap,?7,POS,Restaurant,Russia,Russia,Russia,M,45.3,HSBC,0
#2555 725,14-Oct-20,Wednesday,7,Visa,CVC,?281,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,37.3,Barclays,0
#3186 504,13-Oct-20,Tuesday,21,Visa,CVC,?20,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,52.1,Metro,0
#2616 669,13-Oct-20,Tuesday,11,MasterCard,PIN,?275,POS,Food,United Kingdom,India,United Kingdom,F,51.3,Barclays,0
#3596 048,14-Oct-20,Wednesday,17,MasterCard,CVC,?17,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,43.3,HSBC,0
#2941 351,13-Oct-20,Tuesday,11,Visa,PIN,?299,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,52.9,Barclays,0
#3077 631,13-Oct-20,Tuesday,9,MasterCard,Tap,?25,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,61.1,Lloyds,0
#2966 218,13-Oct-20,Tuesday,22,Visa,PIN,?13,ATM,Fashion,India,India,United Kingdom,F,49.7,Barlcays,1
#2661 643,14-Oct-20,Wednesday,10,MasterCard,PIN,?63,ATM,Electronics,United Kingdom,China,United Kingdom,M,48.8,Barclays,0
#3258 466,13-Oct-20,Tuesday,18,MasterCard,Tap,?5,POS,Gaming,United Kingdom,India,United Kingdom,M,38.5,Halifax,0
#2849 563,14-Oct-20,Wednesday,20,MasterCard,CVC,?72,Online,Food,Russia,Russia,Russia,F,43.8,Monzo,0
#3629 330,14-Oct-20,Wednesday,11,Visa,CVC,?237,Online,Subscription,China,China,China,F,43.7,Halifax,0
#2707 562,14-Oct-20,Wednesday,18,MasterCard,Tap,?16,POS,Food,Russia,Russia,United Kingdom,M,52.1,HSBC,1
#3659 384,13-Oct-20,Tuesday,14,MasterCard,PIN,?234,POS,Products,China,China,United Kingdom,M,50.4,Monzo,0
#3503 697,14-Oct-20,Wednesday,9,Visa,PIN,?211,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,43,Barclays,0
#3020 363,14-Oct-20,Wednesday,17,MasterCard,PIN,?13,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,42.7,Barclays,0
#2604 640,14-Oct-20,Wednesday,9,MasterCard,CVC,?26,Online,Entertainment,Russia,Russia,Russia,F,42.8,RBS,0
#3670 275,14-Oct-20,Wednesday,18,MasterCard,PIN,?254,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,48.5,Lloyds,0
#3047 207,13-Oct-20,Tuesday,11,Visa,PIN,?5,ATM,Services,China,China,United Kingdom,F,36.3,Halifax,0
#3137 266,13-Oct-20,Tuesday,16,Visa,PIN,?89,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,41,Barclays,0
#2620 159,14-Oct-20,Wednesday,17,MasterCard,CVC,?28,Online,Products,United Kingdom,China,United Kingdom,F,54.2,Barlcays,0
#2892 815,13-Oct-20,Tuesday,18,MasterCard,PIN,?60,ATM,Fashion,Russia,Russia,United Kingdom,M,61.7,Barclays,1
#3122 525,14-Oct-20,Wednesday,8,Visa,PIN,?263,ATM,Gaming,United Kingdom,India,United Kingdom,F,37.2,Barlcays,0
#3314 299,14-Oct-20,Thursday,7,MasterCard,Tap,?25,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,31.2,Halifax,0
#2729 359,13-Oct-20,Tuesday,21,Visa,PIN,?28,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,42.7,Metro,0
#3551 189,14-Oct-20,Wednesday,17,MasterCard,PIN,?338,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,41.9,RBS,0
#3210 986,14-Oct-20,Wednesday,21,Visa,PIN,?245,ATM,Gaming,India,India,United Kingdom,F,65.1,Monzo,0
#3570 422,14-Oct-20,Wednesday,22,Visa,CVC,?188,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,46.4,Halifax,0
#2984 286,13-Oct-20,Tuesday,16,Visa,Tap,?25,POS,Children,USA,USA,USA,M,48.3,Metro,0
#3124 454,13-Oct-20,Tuesday,15,Visa,CVC,?25,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,48,Barclays,0
#3118 996,13-Oct-20,Tuesday,16,Visa,Tap,?5,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,44.8,Halifax,0
#3500 705,14-Oct-20,Wednesday,13,Visa,CVC,?17,Online,Children,China,China,China,M,37.5,Halifax,0
#2910 566,13-Oct-20,Tuesday,18,Visa,PIN,?30,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,34.6,Barlcays,0
#2608 302,13-Oct-20,Tuesday,22,Visa,Tap,?15,POS,Services,United Kingdom,China,United Kingdom,M,40.2,Lloyds,0
#3329 798,13-Oct-20,Tuesday,23,MasterCard,Tap,?19,POS,Subscription,USA,USA,USA,M,63.1,Barlcays,0
#3389 693,13-Oct-20,Tuesday,12,Visa,CVC,?363,Online,Entertainment,United Kingdom,China,United Kingdom,M,46,RBS,0
#2601 984,13-Oct-20,Tuesday,3,MasterCard,CVC,?251,Online,Children,China,China,United Kingdom,F,43,Monzo,1
#2980 601,14-Oct-20,Wednesday,15,MasterCard,PIN,?192,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,65.7,Barclays,0
#2815 558,14-Oct-20,Wednesday,21,MasterCard,PIN,?171,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,47.8,RBS,0
#2753 903,13-Oct-20,Tuesday,19,Visa,PIN,?29,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,51.6,Barclays,0
#3401 722,14-Oct-20,Wednesday,23,Visa,PIN,?6,ATM,Gaming,USA,USA,United Kingdom,M,60.7,Halifax,1
#3581 475,14-Oct-20,Wednesday,19,Visa,PIN,?29,ATM,Restaurant,United Kingdom,India,United Kingdom,F,55.1,Monzo,0
#3593 080,13-Oct-20,Tuesday,12,Visa,CVC,?24,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,48.5,Lloyds,0
#2751 567,14-Oct-20,Wednesday,22,Visa,Tap,?11,POS,Electronics,United Kingdom,China,United Kingdom,F,42.6,HSBC,0
#3673 267,14-Oct-20,Wednesday,23,MasterCard,PIN,?28,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,52.8,HSBC,0
#3224 176,13-Oct-20,Tuesday,19,MasterCard,CVC,?24,Online,Products,United Kingdom,China,United Kingdom,M,41.5,Barclays,0
#3618 611,13-Oct-20,Tuesday,17,Visa,CVC,?13,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,40.5,Barclays,0
#2689 021,13-Oct-20,Tuesday,22,Visa,CVC,?286,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,53.6,Barlcays,0
#3463 940,14-Oct-20,Wednesday,10,Visa,Tap,?10,POS,Products,India,India,India,F,41.6,Lloyds,0
#3622 471,14-Oct-20,Wednesday,19,Visa,CVC,?28,Online,Entertainment,China,China,China,M,40.4,RBS,0
#2961 625,14-Oct-20,Wednesday,15,MasterCard,CVC,?369,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,35.6,Metro,0
#2637 281,14-Oct-20,Wednesday,22,MasterCard,Tap,?23,POS,Services,India,India,India,F,43.6,Metro,0
#2644 967,14-Oct-20,Wednesday,20,MasterCard,PIN,?13,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,58.9,Barclays,0
#3122 707,14-Oct-20,Wednesday,19,Visa,Tap,?17,POS,Products,USA,USA,United Kingdom,M,48.8,Monzo,1
#2557 977,13-Oct-20,Tuesday,9,MasterCard,PIN,?13,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,47.5,Halifax,0
#2551 137,14-Oct-20,Wednesday,8,Visa,CVC,?294,Online,Children,USA,USA,United Kingdom,F,52.6,Lloyds,1
#2880 042,14-Oct-20,Wednesday,15,Visa,Tap,?9,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,41.3,Barlcays,0
#2827 300,14-Oct-20,Wednesday,16,MasterCard,PIN,?11,ATM,Fashion,India,United Kingdom,India,M,39.3,Metro,1
#3612 319,13-Oct-20,Tuesday,7,MasterCard,PIN,?91,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,44.2,Lloyds,0
#2852 126,14-Oct-20,Wednesday,21,Visa,PIN,?114,ATM,Restaurant,United Kingdom,Russia,United Kingdom,F,51.5,Monzo,0
#2965 969,13-Oct-20,Tuesday,16,Visa,PIN,?23,ATM,Products,China,China,China,F,54.2,Barclays,0
#3048 353,14-Oct-20,Wednesday,3,Visa,CVC,?24,Online,Subscription,Russia,Russia,United Kingdom,F,55.4,Halifax,1
#2976 105,14-Oct-20,Wednesday,11,Visa,CVC,?9,Online,Gaming,United Kingdom,USA,United Kingdom,F,57.5,Barlcays,0
#3376 607,13-Oct-20,Tuesday,8,Visa,CVC,?392,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,41.8,Barclays,0
#3583 007,14-Oct-20,Wednesday,22,Visa,PIN,?376,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,48.4,HSBC,0
#2957 028,14-Oct-20,Wednesday,16,MasterCard,CVC,?220,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,50.5,Lloyds,0
#3233 814,14-Oct-20,Wednesday,3,MasterCard,Tap,?21,POS,Restaurant,India,India,United Kingdom,M,44.3,Halifax,1
#3652 141,14-Oct-20,Wednesday,23,MasterCard,PIN,?15,POS,Services,China,China,China,F,41.8,Barlcays,0
#2646 970,13-Oct-20,Tuesday,6,Visa,PIN,?13,ATM,Products,India,India,United Kingdom,M,42,Halifax,1
#3558 168,14-Oct-20,Wednesday,8,Visa,CVC,?16,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,25.3,Lloyds,0
#2802 004,13-Oct-20,Tuesday,17,MasterCard,PIN,?256,ATM,Products,USA,USA,United Kingdom,F,50.8,Lloyds,0
#3637 232,14-Oct-20,Wednesday,22,Visa,PIN,?185,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,62.2,Barlcays,0
#2696 564,13-Oct-20,Tuesday,10,MasterCard,CVC,?135,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,52.5,Barclays,0
#2914 414,13-Oct-20,Tuesday,20,Visa,CVC,?153,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,56.3,Halifax,0
#3114 057,13-Oct-20,Tuesday,20,MasterCard,PIN,?287,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,38.1,Halifax,0
#2574 297,14-Oct-20,Wednesday,8,Visa,PIN,?196,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,46.2,RBS,0
#3161 158,13-Oct-20,Tuesday,10,MasterCard,PIN,?181,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,54.2,Barclays,0
#3294 257,13-Oct-20,Tuesday,7,Visa,CVC,?280,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,52.2,Halifax,0
#3193 208,14-Oct-20,Wednesday,17,Visa,PIN,?216,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,39,Barlcays,0
#2681 588,14-Oct-20,Wednesday,22,MasterCard,PIN,?138,ATM,Fashion,USA,USA,USA,M,54.2,Metro,0
#3392 949,14-Oct-20,Wednesday,8,Visa,CVC,?5,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,57.4,Metro,0
#3426 599,13-Oct-20,Tuesday,21,MasterCard,CVC,?139,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,50.5,Barclays,0
#2594 484,14-Oct-20,Wednesday,18,Visa,PIN,?11,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,59.1,Metro,0
#2790 456,14-Oct-20,Wednesday,7,Visa,PIN,?51,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,72.4,Lloyds,0
#3608 360,13-Oct-20,Tuesday,22,MasterCard,Tap,?24,POS,Products,United Kingdom,USA,United Kingdom,M,33.8,Barclays,0
#3504 950,13-Oct-20,Tuesday,7,MasterCard,Tap,?12,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,48.9,Metro,0
#3154 021,14-Oct-20,Wednesday,10,Visa,PIN,?30,ATM,Services,Russia,Russia,United Kingdom,M,47,Barclays,0
#3239 805,13-Oct-20,Tuesday,7,Visa,PIN,?16,ATM,Electronics,USA,USA,USA,M,52.5,Barclays,0
